N,P,K,pH,EC,OC,Cu,Fe,Mn,Rainfall,Humidity,Temperature,Label
311.7,16.0,159.4,5.9,0.21,0.5,0.54,11.4,4.3,71.81,72.25,22.1884,Apple
410.0,16.0,311.2,7.0,0.2,0.71,0.34,11.9,4.3,85.64,64.4,18.8768,Apple
437.1,17.8,219.5,6.7,0.19,0.51,0.51,10.4,4.5,85.22,79.17,16.7568,Apple
310.0,13.0,291.3,6.7,0.02,0.53,0.45,12.3,3.4,71.16,65.68,15.537,Apple
337.8,12.8,118.5,6.8,0.01,0.41,0.51,14.9,5.4,67.08,76.37,21.9413,Apple
419.1,19.2,218.1,7.1,0.01,0.78,0.54,13.0,3.2,85.34,56.79,16.4126,Apple
401.8,24.1,129.4,6.8,0.06,0.78,0.45,12.1,5.2,84.64,56.56,15.9755,Apple
301.1,12.1,313.1,6.3,0.03,0.39,0.41,13.1,3.4,99.44,51.42,22.5249,Apple
312.1,13.7,281.1,6.5,0.01,0.59,0.51,12.1,5.1,92.06,76.05,17.6547,Apple
366.1,30.8,194.2,6.2,0.01,0.63,0.54,14.2,4.1,56.72,76.41,17.0485,Apple
289.8,13.1,218.1,7.1,0.03,0.52,0.45,13.1,3.9,87.41,61.3,21.2003,Apple
257.5,14.7,427.8,5.7,0.12,0.42,0.48,17.2,5.6,88.52,77.0,15.2271,Apple
589.5,12.8,180.3,6.5,0.14,1.5,0.41,14.8,4.8,79.59,80.09,22.6489,Apple
567.4,62.3,308.1,6.8,0.13,1.1,0.38,16.7,4.2,74.78,74.39,20.4301,Apple
212.5,31.8,280.2,6.3,0.09,0.15,0.51,14.5,3.9,55.23,53.89,17.8214,Apple
238.5,72.5,168.1,6.3,0.08,0.22,0.38,13.5,3.7,68.56,53.98,15.7773,Apple
552.4,75.8,649.6,7.5,0.11,1.05,0.43,12.8,4.2,101.37,51.38,17.8882,Apple
549.7,20.2,287.8,7.6,0.07,0.99,0.53,8.9,5.2,89.59,55.23,22.1908,Apple
568.2,23.9,635.0,7.7,0.06,1.2,0.37,19.3,4.3,62.57,65.62,21.7473,Apple
238.9,15.8,483.8,5.9,0.15,0.27,0.33,11.7,4.6,87.42,54.45,20.6517,Apple
346.4,69.5,722.4,6.7,0.16,0.63,0.43,10.4,6.7,54.88,75.15,22.5852,Apple
578.9,67.1,492.8,5.8,0.12,0.9,0.41,14.2,4.6,85.9,64.26,15.7811,Apple
252.7,62.8,526.4,5.9,0.09,0.24,0.36,13.1,4.2,76.6,60.73,16.7444,Apple
371.2,38.7,482.7,6.0,0.07,0.66,0.28,13.7,5.3,93.47,76.11,21.4192,Apple
223.8,54.5,649.6,5.9,0.15,0.15,0.37,13.1,5.1,89.99,53.6,17.8391,Apple
259.9,39.2,492.5,5.6,0.11,0.39,0.31,12.6,5.4,79.49,67.0,19.3423,Apple
346.7,28.7,448.2,5.4,0.08,0.61,0.49,12.8,5.0,94.99,77.45,19.3347,Apple
262.1,44.5,358.4,6.3,0.1,0.22,0.46,10.9,4.7,106.21,68.21,15.1731,Apple
556.8,43.2,359.1,6.1,0.06,0.99,0.53,9.8,3.8,73.96,76.29,15.7595,Apple
589.7,19.0,215.1,7.4,0.14,2.7,0.41,14.2,5.8,90.65,60.02,21.3466,Apple
479.5,47.5,167.4,7.2,0.02,0.89,0.78,13.2,2.9,72.92,62.94,17.4791,Apple
573.4,13.2,340.1,6.6,0.04,1.6,1.14,17.3,6.8,52.62,54.05,22.9851,Apple
548.9,26.4,189.4,7.1,0.03,1.25,0.69,10.2,0.39,72.12,54.37,15.5189,Apple
487.5,23.1,206.7,7.2,0.05,0.89,0.98,12.5,6.25,68.57,58.39,22.9073,Apple
489.7,15.4,378.4,7.3,0.06,1.04,0.9,18.0,5.41,80.92,77.08,20.1429,Apple
586.4,27.3,112.1,6.8,0.09,1.56,0.34,13.9,3.3,75.2,53.19,15.7823,Apple
493.5,43.2,186.4,7.7,0.12,1.27,0.61,14.3,0.63,97.04,59.99,22.5192,Apple
566.8,38.1,208.1,7.5,0.08,1.38,0.79,12.2,0.88,87.66,56.18,22.5891,Apple
493.5,43.2,186.4,7.7,0.12,1.27,0.61,14.3,0.63,83.27,68.69,15.4555,Apple
487.5,23.1,206.7,7.2,0.05,0.89,0.98,12.5,6.25,74.81,55.52,19.8478,Apple
554.8,16.8,358.4,6.4,0.02,1.67,1.12,18.0,3.8,82.89,69.11,15.3491,Apple
538.9,16.7,117.9,7.2,0.07,1.02,0.63,13.0,0.97,74.13,65.48,17.2304,Apple
601.8,11.1,325.6,6.5,0.13,1.37,0.83,19.2,2.75,72.2,75.71,17.5433,Apple
414.6,42.5,234.5,6.9,0.11,0.79,0.67,16.7,3.3,79.05,59.44,18.7045,Apple
566.8,38.1,208.1,7.5,0.08,1.38,0.79,12.2,0.88,69.79,57.24,15.4532,Apple
358.4,6.9,254.5,5.6,0.47,0.97,0.35,5.0,0.92,89.27,53.84,15.7195,Apple
562.4,26.7,314.5,7.6,0.02,1.81,0.79,13.5,1.15,71.29,77.73,18.2351,Apple
563.4,11.9,123.2,6.5,0.06,1.59,1.21,20.3,4.9,92.21,58.79,16.4426,Apple
549.5,17.9,268.8,6.7,0.05,1.84,0.66,12.4,4.2,85.11,62.67,22.4235,Apple
546.5,33.6,247.8,7.1,0.05,1.5,0.8,9.3,3.4,63.85,72.0,17.8452,Apple
567.5,44.5,271.3,6.3,0.07,1.85,0.86,17.9,4.2,93.02,75.27,21.7015,Apple
539.4,33.5,216.7,7.2,0.02,1.47,0.78,11.8,1.07,82.34,56.44,19.6092,Apple
407.8,39.5,156.8,7.0,0.09,0.54,0.52,12.8,3.7,76.89,71.25,19.5681,Apple
561.4,46.5,179.5,6.8,0.05,1.07,0.51,13.7,4.7,66.64,51.5,17.2714,Apple
553.5,42.1,194.5,7.2,0.04,1.31,0.48,14.8,3.3,46.94,65.34,19.7114,Apple
538.0,98.2,263.2,7.3,0.12,1.66,0.41,11.73,3.4,84.77,67.77,18.5806,Apple
501.6,34.5,135.9,7.8,0.06,0.56,0.48,15.7,3.7,84.82,69.88,17.9031,Apple
478.4,14.9,110.5,7.0,0.05,1.35,0.67,12.8,1.31,93.83,76.7,18.3681,Apple
586.4,27.3,112.1,7.2,0.08,1.45,0.34,13.9,3.3,75.64,56.75,18.5545,Apple
467.5,17.9,246.4,6.9,0.06,0.45,0.83,13.4,1.6,73.47,73.82,16.8943,Apple
574.5,25.4,107.6,6.4,0.12,1.67,0.53,15.7,2.8,78.89,73.29,15.9561,Apple
617.0,97.6,498.4,5.9,0.12,1.43,0.9,18.8,5.1,65.26,56.88,19.0555,Apple
476.4,10.4,392.0,8.0,0.3,0.7,3.7,5.8,1.0,82.81,51.96,15.7936,Apple
593.4,26.2,302.4,7.4,0.13,1.7,1.12,7.2,1.9,75.37,52.21,16.3207,Apple
582.1,72.4,268.8,7.2,0.12,1.4,0.7,17.0,1.1,88.02,60.45,15.7619,Apple
579.4,76.7,425.6,7.0,0.06,1.6,0.92,6.2,0.64,94.82,51.73,18.0045,Apple
468.4,5.5,168.0,7.7,0.12,0.72,0.66,4.8,0.73,92.26,64.52,17.882,Apple
251.4,68.4,436.8,7.4,0.12,0.22,2.3,5.2,1.24,67.68,73.81,16.5122,Apple
476.4,33.5,212.8,7.0,0.14,0.85,1.1,7.6,0.82,97.2,51.95,20.1733,Apple
577.4,35.2,145.6,7.8,0.78,1.0,1.07,4.7,1.3,86.7,68.12,18.4599,Apple
578.8,34.6,190.4,6.5,0.28,1.1,0.91,6.8,1.21,96.9,52.2,20.2943,Apple
589.4,50.4,537.6,7.2,0.28,1.0,1.9,8.0,0.5,93.2,64.3,18.8674,Apple
416.4,17.7,313.6,7.5,0.15,0.66,1.14,6.2,0.69,88.79,59.74,19.1022,Apple
578.1,18.9,179.2,7.1,0.12,1.09,0.41,9.8,0.95,79.24,66.78,18.6366,Apple
567.5,9.8,123.2,6.9,0.07,0.93,0.3,8.1,0.7,77.8,56.61,20.1891,Apple
581.2,12.1,179.2,7.8,0.09,1.0,0.32,12.0,0.59,57.77,53.04,22.8078,Apple
471.4,16.8,223.4,7.6,0.08,0.87,1.34,7.6,0.75,64.75,54.03,16.5472,Apple
446.4,21.4,278.4,7.3,0.07,0.61,1.08,4.5,0.84,81.82,55.05,20.0676,Apple
468.7,27.5,413.4,7.4,0.08,0.84,1.21,9.0,0.71,94.97,79.36,21.7376,Apple
460.4,28.9,376.8,7.6,0.1,0.79,0.89,9.0,0.68,101.99,65.77,20.9653,Apple
457.3,14.8,189.3,7.5,0.06,0.67,0.79,12.0,0.63,99.23,69.82,20.259,Apple
589.4,15.8,208.4,7.4,0.09,1.0,1.21,8.0,0.47,81.85,65.9,22.4613,Apple
546.8,30.4,337.8,7.8,0.13,0.96,0.89,9.0,0.48,73.49,53.13,18.1198,Apple
567.3,23.4,349.5,7.7,0.16,0.87,0.96,14.0,0.51,72.02,54.04,21.8357,Apple
489.5,21.6,213.5,7.9,0.18,0.78,0.95,15.0,0.56,90.35,57.49,19.6323,Apple
413.5,33.4,202.8,7.6,0.14,0.56,1.33,9.0,0.49,80.38,53.97,22.5574,Apple
482.1,16.4,187.6,7.0,0.06,0.79,1.41,16.0,0.51,97.21,74.08,19.8076,Apple
591.4,21.5,167.4,7.5,0.08,1.41,0.57,14.0,0.46,76.6,71.83,18.2573,Apple
586.5,29.5,149.5,6.8,0.09,1.03,0.69,12.0,0.38,75.42,77.52,18.9115,Apple
537.4,23.8,278.9,6.9,0.1,0.94,0.73,9.0,0.71,64.98,66.65,19.1474,Apple
551.4,21.7,346.7,7.4,0.11,0.91,0.81,6.0,0.65,89.05,57.9,18.1203,Apple
476.4,28.9,289.4,7.6,0.12,0.89,0.71,8.0,0.71,62.73,58.85,17.6271,Apple
489.5,31.4,261.4,7.4,0.08,0.94,1.12,9.0,0.57,70.79,79.4,20.0322,Apple
573.4,16.2,476.8,7.3,0.07,1.08,1.08,9.0,0.68,69.28,61.71,18.8591,Apple
494.5,11.4,348.4,7.2,0.09,0.92,0.93,16.0,0.59,85.54,68.28,22.1562,Apple
389.4,16.3,313.6,7.1,0.13,0.67,0.78,12.0,0.61,76.11,70.95,19.0761,Apple
372.4,19.4,338.4,6.7,0.12,0.58,0.84,16.0,0.67,77.28,68.72,22.4206,Apple
456.8,20.8,312.4,6.8,0.37,0.79,1.31,14.0,0.73,92.88,73.64,21.4804,Apple
481.4,31.6,308.7,6.2,0.08,0.81,1.68,12.0,0.28,89.27,60.58,18.0705,Apple
476.7,30.4,289.5,6.9,0.09,0.84,0.91,12.0,0.34,68.43,60.3,19.873,Apple
468.4,28.7,295.4,7.0,0.1,0.88,0.59,17.0,0.61,93.35,74.49,17.8075,Apple
594.5,28.1,401.5,7.4,0.09,1.41,1.07,9.0,0.89,76.19,67.27,19.5305,Apple
587.5,23.5,389.4,7.8,0.06,1.34,1.61,12.0,0.91,76.25,77.93,16.2876,Apple
583.4,27.6,313.6,7.9,0.05,1.01,1.42,7.2,0.93,75.23,71.88,22.1378,Apple
498.4,16.8,379.4,7.6,0.13,0.93,0.9,4.7,0.63,93.82,50.66,22.6116,Apple
489.5,21.4,461.4,7.2,0.12,0.97,0.87,6.2,0.52,70.2,71.03,22.4642,Apple
467.4,14.7,427.4,7.4,0.16,0.85,0.81,5.4,0.47,95.42,59.21,18.6019,Apple
404.8,26.5,389.4,7.3,0.07,0.63,0.76,4.2,0.41,92.19,58.29,15.4948,Apple
405.3,26.4,428.3,7.4,0.07,0.85,0.82,4.6,0.37,77.62,72.29,16.6871,Apple
612.4,7.2,173.6,6.3,0.08,1.15,0.89,16.2,4.6,59.05,71.93,19.3255,Apple
604.5,8.9,172.6,6.7,0.08,1.09,0.81,14.9,4.8,69.7,50.94,17.24,Apple
589.7,6.8,115.3,6.4,0.09,0.9,0.73,15.3,5.2,88.78,51.87,15.6054,Apple
652.4,48.9,532.1,6.1,0.12,1.87,0.91,12.8,5.1,61.74,76.53,21.2196,Apple
641.5,19.7,280.1,6.2,0.03,1.63,0.75,11.9,4.6,83.16,61.01,16.8473,Apple
489.7,54.6,153.4,6.6,0.06,0.6,0.67,12.6,3.8,73.87,65.52,15.8225,Apple
601.5,48.7,145.6,6.9,0.09,1.05,0.78,10.9,3.9,74.24,51.58,18.569,Apple
586.4,61.4,347.2,6.8,0.08,0.91,0.93,9.8,4.3,100.55,63.37,18.3036,Apple
582.4,52.1,173.5,6.8,0.03,0.96,0.86,13.5,5.3,82.17,61.06,16.9213,Apple
558.7,48.6,179.8,6.3,0.07,0.84,0.84,12.8,5.1,90.13,68.68,17.7826,Apple
448.5,44.8,231.2,6.9,0.05,0.76,0.76,18.8,4.0,72.5,52.58,18.9925,Apple
594.5,38.9,198.2,6.5,0.03,1.04,0.48,14.4,5.6,103.65,79.05,22.2183,Apple
613.4,28.6,178.1,6.4,0.09,1.89,0.71,15.5,4.2,77.9,77.95,20.0442,Apple
607.4,31.4,159.5,6.3,0.08,1.67,0.61,13.1,4.8,92.6,77.94,17.1649,Apple
598.9,43.5,164.4,6.1,0.11,1.34,0.65,12.8,4.1,80.02,57.53,19.0761,Apple
588.4,45.8,173.2,6.2,0.08,1.21,0.72,10.6,5.6,70.51,67.59,21.6695,Apple
356.7,22.4,401.1,6.9,0.07,0.87,0.86,14.1,5.2,57.0,63.53,19.7751,Apple
314.5,44.1,321.2,6.8,0.03,0.54,0.74,13.7,4.8,89.86,62.23,17.8453,Apple
489.5,6.7,135.3,6.3,0.04,0.82,0.64,13.2,4.2,104.36,62.58,19.3745,Apple
473.5,42.1,265.4,6.7,0.09,0.75,0.62,12.6,5.1,97.8,62.37,19.2492,Apple
597.5,38.1,241.1,6.4,0.05,1.35,0.71,11.9,4.7,74.25,70.14,15.4185,Apple
592.5,67.2,315.2,6.3,0.06,1.26,0.81,10.5,4.5,78.2,59.63,16.0787,Apple
613.4,13.4,179.7,6.3,0.03,1.41,0.78,12.9,4.3,85.92,65.2,16.9419,Apple
583.5,44.3,198.5,6.9,0.04,1.06,0.63,10.5,4.8,75.14,60.07,15.1142,Apple
578.9,47.6,178.6,6.4,0.04,1.02,0.68,15.1,5.7,66.74,66.99,20.0769,Apple
949.5,80.6,154.3,6.3,0.05,0.93,0.71,14.5,4.1,56.81,67.2,19.9023,Apple
486.7,54.8,169.1,6.1,0.09,0.78,0.74,11.6,6.1,78.86,67.88,19.3772,Apple
412.1,7.9,359.8,6.0,0.05,0.74,0.79,15.5,6.1,87.5,54.02,20.3708,Apple
281.5,9.6,459.2,6.3,0.17,0.45,0.67,12.1,4.5,78.75,73.79,22.8981,Apple
256.4,20.7,293.4,6.7,0.15,0.4,0.54,16.2,4.2,71.2,71.44,19.2839,Apple
308.9,13.4,560.1,7.1,0.12,0.64,0.51,18.1,3.7,79.34,59.32,21.8398,Apple
386.5,11.3,510.7,6.8,0.18,0.75,0.38,14.5,3.9,85.95,52.64,17.9,Apple
393.4,14.7,504.8,6.7,0.21,0.79,0.46,13.4,4.8,90.98,59.89,21.769,Apple
541.5,11.7,593.6,6.6,0.32,0.85,0.49,13.9,5.7,92.24,52.99,19.0266,Apple
607.2,9.8,683.2,6.4,0.21,1.02,0.53,11.7,5.3,77.77,74.44,20.41,Apple
216.7,11.6,638.4,6.2,0.09,0.33,0.61,10.9,5.9,79.04,51.11,22.3463,Apple
586.5,16.8,347.2,6.0,0.11,1.45,0.58,9.8,4.6,68.17,76.36,15.891,Apple
578.9,11.1,235.2,6.1,0.15,1.3,0.37,8.7,3.8,77.19,72.24,18.3061,Apple
289.5,29.5,470.4,6.6,0.12,0.55,0.89,17.4,3.4,82.08,65.48,17.2236,Apple
145.6,15.6,156.8,6.7,0.19,0.2,0.91,16.5,3.9,82.52,51.56,18.7365,Apple
314.5,34.5,346.7,6.9,0.16,0.64,0.76,15.5,4.3,80.65,73.45,20.5993,Apple
218.9,28.9,284.5,6.5,0.13,0.38,0.54,14.3,4.1,77.45,65.31,22.3345,Apple
250.4,50.4,298.3,6.3,0.11,0.25,0.62,12.9,4.0,84.36,79.16,18.615,Apple
410.4,40.4,389.4,6.2,0.08,0.71,0.65,13.7,3.8,79.24,67.62,20.6888,Apple
518.9,58.9,367.5,7.2,0.07,0.88,0.72,15.1,3.6,60.49,68.75,19.4689,Apple
578.9,57.9,345.9,7.1,0.09,0.94,0.87,17.1,3.5,81.05,61.39,19.0108,Apple
218.2,28.2,407.8,6.8,0.05,0.36,0.35,15.3,3.2,77.16,69.1,21.0582,Apple
387.2,37.2,314.5,6.6,0.06,0.51,0.41,9.7,3.5,90.41,54.17,16.411,Apple
346.5,36.5,356.4,7.3,0.13,0.75,0.71,9.8,3.7,67.29,59.55,21.1792,Apple
258.9,58.9,289.5,7.5,0.12,0.43,0.54,11.2,3.9,72.28,63.01,18.539,Apple
263.4,63.4,386.5,6.2,0.11,0.41,0.38,14.3,4.3,77.4,78.21,16.9977,Apple
321.5,54.8,208.1,6.4,0.13,0.39,0.76,13.5,5.7,58.46,52.03,19.6825,Apple
412.5,67.6,164.6,6.2,0.09,0.51,0.54,10.7,5.4,74.6,58.41,16.7903,Apple
446.7,63.5,291.1,6.0,0.05,0.85,0.93,16.2,4.9,86.06,60.83,16.8555,Apple
586.4,56.5,321.1,6.4,0.06,0.93,0.91,14.3,4.2,89.89,73.51,21.7188,Apple
251.5,51.5,371.4,6.1,0.21,0.36,0.46,13.7,4.1,83.44,60.39,21.755,Apple
253.5,23.5,416.5,6.7,0.07,0.38,0.49,10.5,4.0,86.17,62.79,21.0124,Apple
317.8,17.8,313.5,6.0,0.34,0.57,0.54,15.6,3.6,78.65,52.87,16.3314,Apple
489.5,49.5,287.7,6.3,0.31,0.89,0.58,14.5,4.2,75.53,74.21,15.2103,Apple
578.9,58.9,294.5,6.4,0.26,0.91,0.61,13.9,5.2,101.69,66.96,20.5987,Apple
596.4,56.4,306.5,6.5,0.18,1.21,0.64,12.5,5.1,104.7,77.98,16.7288,Apple
304.5,30.5,318.5,6.7,0.19,0.48,0.73,16.7,4.8,63.24,56.61,19.5792,Apple
583.2,28.9,446.1,5.6,0.13,1.4,0.67,15.6,3.5,94.11,74.72,21.5255,Apple
549.7,26.7,414.4,5.4,0.14,0.91,0.61,11.7,3.2,69.68,66.66,22.1647,Apple
489.7,39.4,285.2,5.4,0.18,0.85,0.46,17.2,4.8,70.01,57.47,17.4657,Apple
346.7,36.2,313.6,5.6,0.14,0.67,0.51,18.9,5.2,86.29,68.5,20.3084,Apple
372.1,48.2,414.8,5.5,0.16,0.73,0.43,14.3,5.7,89.57,66.14,16.4559,Apple
378.9,44.1,372.9,6.2,0.11,0.78,0.28,13.8,4.2,94.82,65.22,20.3251,Apple
414.5,42.1,404.2,6.5,0.13,0.86,0.37,12.9,4.6,77.89,66.55,17.6773,Apple
408.9,35.1,324.5,6.2,0.08,0.71,0.35,15.2,4.3,82.38,72.3,17.0481,Apple
478.2,43.5,367.2,6.1,0.09,0.85,0.31,18.2,5.9,69.93,53.13,18.3832,Apple
268.9,31.5,348.9,6.7,0.13,0.38,0.29,12.3,5.3,70.6,63.16,19.8942,Apple
275.7,26.7,358.9,5.7,0.1,0.45,0.37,11.9,4.7,87.22,72.95,19.6488,Apple
276.3,25.4,367.1,5.9,0.07,0.43,0.44,10.7,4.3,91.35,71.93,19.1648,Apple
386.7,58.9,437.2,5.7,0.12,0.79,0.39,16.2,3.8,84.28,58.57,16.9812,Apple
389.5,63.2,348.9,5.4,0.11,0.84,0.43,14.8,4.2,67.78,58.88,18.6282,Apple
491.4,61.5,451.2,5.9,0.13,0.86,0.41,13.9,4.1,64.72,63.02,16.496,Apple
356.7,67.2,478.9,5.6,0.14,0.67,0.36,12.2,3.6,76.69,59.12,19.9752,Apple
345.2,73.1,436.4,5.5,0.09,0.56,0.53,15.6,5.2,85.29,74.85,17.9951,Apple
342.1,72.6,451.2,5.4,0.1,0.52,0.51,15.7,5.1,82.8,77.15,21.3406,Apple
587.5,81.5,372.4,5.8,0.13,0.91,0.48,13.2,5.0,72.14,53.12,21.1725,Apple
448.7,76.5,385.2,5.9,0.16,0.81,0.47,15.6,3.8,68.96,59.13,18.8703,Apple
579.5,48.2,357.2,6.2,0.13,1.03,0.34,12.1,3.3,90.52,58.89,21.6278,Apple
584.2,54.6,362.1,6.4,0.07,1.23,0.43,11.7,4.4,86.75,60.69,22.2656,Apple
346.4,48.5,414.6,6.2,0.13,0.68,0.34,15.5,3.7,84.19,63.76,17.5734,Apple
342.2,51.5,407.5,6.1,0.12,0.62,0.47,15.8,3.9,68.0,60.13,15.233,Apple
322.8,49.5,411.6,5.8,0.11,0.53,0.46,11.7,4.2,84.99,77.91,15.1194,Apple
336.1,38.7,388.9,5.4,0.09,0.51,0.28,17.2,4.6,84.09,57.92,20.5397,Apple
331.2,46.7,356.4,5.7,0.08,0.48,3.7,13.5,5.3,91.39,58.29,15.7548,Apple
318.2,28.9,372.3,5.9,0.15,0.43,0.33,14.6,5.2,90.42,72.94,15.5488,Apple
230.7,34.5,387.4,6.0,0.13,0.38,0.41,10.9,3.4,76.93,54.31,22.9107,Apple
578.9,17.2,336.8,6.2,0.09,1.48,1.2,21.2,3.4,98.95,69.7,16.1695,Apple
512.5,39.5,105.4,7.7,0.07,0.98,0.67,14.3,4.8,78.41,58.95,18.9689,Apple
407.5,28.6,336.1,7.9,0.13,0.72,0.86,4.6,6.0,95.99,78.53,19.479,Apple
313.6,10.6,145.6,7.9,0.08,0.45,0.47,12.4,4.2,86.09,50.9,16.3356,Apple
146.4,7.0,134.4,6.8,0.12,0.16,0.82,6.8,2.2,81.76,51.52,18.0905,Apple
280.4,22.3,78.5,7.1,0.05,0.45,0.91,11.5,8.73,75.75,60.38,15.642,Apple
156.5,5.7,235.1,7.7,0.12,0.15,1.0,6.7,8.0,83.22,59.7,16.7785,Apple
139.5,5.5,168.0,6.7,0.19,0.18,0.86,9.4,2.4,66.94,72.31,15.0915,Apple
261.4,9.1,280.1,6.8,0.12,0.31,1.3,10.4,3.1,94.75,65.1,21.9176,Apple
313.6,16.8,179.4,7.8,0.07,0.68,0.72,14.8,2.14,87.02,64.93,22.6053,Apple
178.4,13.7,212.5,7.2,0.06,0.54,0.46,13.2,3.14,77.27,62.23,18.8114,Apple
125.8,19.5,276.8,7.6,0.08,0.38,0.84,12.7,4.12,70.29,74.4,22.7929,Apple
313.6,23.2,313.5,7.7,0.04,0.48,0.82,11.7,3.17,81.63,55.53,18.7282,Apple
259.4,24.5,219.5,7.2,0.07,0.45,0.81,9.4,2.18,87.45,74.67,22.815,Apple
268.4,21.8,188.4,7.1,0.06,0.29,0.94,8.41,1.48,90.44,68.07,18.0331,Apple
318.5,26.4,170.4,7.4,0.03,0.74,0.91,7.18,3.14,64.07,61.14,16.7171,Apple
354.5,18.4,150.4,7.7,0.04,0.67,0.87,4.17,2.19,93.28,55.29,17.7119,Apple
313.5,19.7,132.7,7.9,0.05,0.54,0.77,6.18,3.14,79.75,51.88,17.4806,Apple
288.7,21.4,122.8,7.6,0.05,0.51,0.48,7.16,1.48,77.24,79.77,20.1743,Apple
274.5,17.4,178.5,7.2,0.06,0.62,0.55,8.14,4.12,81.09,77.74,17.4055,Apple
439.5,16.7,133.2,7.1,0.08,0.82,0.59,10.41,3.12,63.83,77.16,20.7631,Apple
477.8,15.4,79.4,7.4,0.08,0.76,0.63,11.7,2.12,78.55,74.03,20.9486,Apple
428.1,13.9,148.9,7.2,0.04,0.41,0.77,12.14,1.48,78.59,51.31,22.9812,Apple
414.5,14.7,178.9,7.1,0.03,0.53,0.78,11.7,2.38,75.45,69.22,17.09,Apple
389.4,15.4,208.5,7.0,0.02,0.58,0.81,13.8,1.48,84.14,71.26,20.0836,Apple
315.7,13.2,218.7,7.3,0.07,0.63,0.88,12.14,3.14,88.16,79.04,18.8677,Apple
329.4,18.7,212.5,7.0,0.04,0.59,0.79,14.16,3.17,81.0,64.79,22.2313,Apple
313.5,16.8,108.4,7.7,0.03,0.78,0.67,12.18,2.17,99.87,56.44,22.9663,Apple
289.8,21.4,189.4,6.8,0.02,0.42,0.76,11.14,1.48,75.18,69.94,16.6062,Apple
282.4,10.4,215.5,6.7,0.01,0.67,0.54,10.15,2.14,84.65,53.78,22.094,Apple
407.8,8.7,278.4,7.4,0.08,0.58,0.48,9.8,3.45,82.65,56.55,18.3635,Apple
476.7,11.4,204.8,6.7,0.07,0.52,0.39,7.6,3.17,69.49,54.95,16.1425,Apple
389.5,15.5,187.6,6.5,0.07,0.39,0.47,12.8,1.48,87.23,76.17,17.5424,Apple
414.5,17.8,182.4,7.5,0.02,0.43,0.57,12.8,2.47,75.79,72.04,20.4706,Apple
439.5,16.8,138.4,7.8,0.04,0.51,0.62,11.8,4.17,86.47,59.13,15.4262,Apple
450.8,17.8,139.4,7.2,0.03,0.72,0.63,7.14,5.44,86.32,77.89,15.6467,Apple
318.5,16.8,207.6,7.1,0.07,0.65,0.89,6.18,7.88,79.67,77.16,21.5973,Apple
312.5,18.8,222.5,7.0,0.08,0.48,0.49,9.48,6.0,76.73,68.19,16.0505,Apple
589.6,74.6,145.6,8.0,0.24,1.2,0.52,9.0,2.0,81.19,77.19,20.1667,Apple
574.3,7.4,196.0,7.9,0.25,1.0,1.86,14.0,1.3,74.94,60.88,21.1791,Apple
591.8,67.3,138.8,6.8,0.07,1.3,1.38,17.0,1.98,74.66,55.27,20.3899,Apple
489.5,4.0,201.6,7.9,0.6,0.81,2.28,17.0,1.82,90.7,79.33,18.5054,Apple
567.8,27.5,190.4,7.8,0.12,1.1,0.86,9.0,2.14,80.33,76.77,22.9495,Apple
121.4,4.9,156.8,7.0,0.06,0.11,3.6,7.0,2.12,97.67,55.58,20.3515,Apple
128.9,11.8,235.2,7.1,0.1,0.23,0.92,16.0,1.56,85.52,62.49,18.3576,Apple
156.7,17.7,147.5,7.3,0.09,0.38,0.86,14.0,1.46,80.63,51.78,20.3987,Apple
241.4,8.5,167.5,7.6,0.08,0.46,0.74,14.0,1.37,79.38,67.14,17.8119,Apple
591.5,9.6,173.8,7.4,0.12,1.21,0.82,9.0,2.12,87.97,68.64,21.9606,Apple
588.4,7.6,157.5,7.8,0.09,1.21,0.56,8.4,9.0,105.94,62.99,16.9153,Apple
456.5,7.6,138.7,7.4,0.07,0.68,1.81,9.7,9.0,71.96,67.37,16.6763,Apple
488.9,4.9,166.4,7.6,0.13,0.89,1.31,10.1,5.0,93.97,53.61,16.3287,Apple
562.4,11.3,178.9,7.2,0.16,0.97,2.2,7.6,7.2,74.44,74.47,16.3969,Apple
128.5,64.5,188.5,7.0,0.1,0.23,0.82,8.2,3.0,90.76,70.87,21.8835,Apple
136.7,26.7,123.4,6.8,0.11,0.36,3.2,11.5,5.0,79.31,71.38,19.1608,Apple
288.9,36.4,131.8,6.7,0.12,0.41,0.96,9.6,4.0,98.81,67.98,17.0776,Apple
212.4,12.8,118.4,7.7,0.08,0.39,0.91,8.2,8.7,76.06,73.55,19.5944,Apple
224.5,12.1,134.2,6.8,0.09,0.6,0.3,11.1,4.8,57.17,56.44,16.1913,Apple
556.1,13.4,166.5,6.2,0.08,1.0,0.4,10.9,4.9,74.57,76.56,15.0134,Apple
412.5,21.5,112.5,6.6,0.08,0.87,0.6,17.0,8.0,101.27,70.37,17.3632,Apple
376.3,22.7,478.5,6.7,0.1,0.17,1.04,18.4,7.6,86.18,62.74,15.9821,Apple
368.4,23.8,329.8,6.5,0.08,0.54,1.36,19.9,8.0,69.73,65.06,20.6001,Apple
318.9,38.9,201.6,7.9,0.09,0.89,1.02,20.5,1.5,94.2,57.14,16.0584,Apple
428.5,21.4,289.4,6.8,0.06,0.97,0.47,11.45,5.61,73.3,62.6,20.4748,Apple
